kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
154220030,MAŁE WRONKI,22.221944,54.021667,234,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154209999,OLKOWO,20.038333,54.105833,230,2025-03-31 09:20:00,,
151220050,MŁYNISKA,22.386667,51.542778,135,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180340,KLUCZBORK,18.24,50.969167,61,2025-03-31 09:20:00,,
154170180,WAWRZYNOWO,17.8975,54.045556,97,2025-03-31 09:20:00,,
154210110,SMOKOWO,21.323611,54.066111,92,2025-03-31 09:20:00,,
153180050,BŁĘDNO,18.347222,53.701667,90,2025-03-31 09:20:00,7,2025-03-31 09:20:00
154230040,ZELWA,23.458611,54.026944,32,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153220290,SZCZEBRA,22.975278,53.906111,63,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160400,BOBOSZÓW,16.691667,50.114722,115,2025-03-31 09:20:00,,
150190430,KAMIENICA POLSKA,19.154167,50.687222,126,2025-03-31 09:20:00,,
152230060,TRZEŚCIANKA,23.425556,52.938889,296,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149200530,SKRZYNKA,20.132778,49.874722,140,2025-03-31 09:20:00,,
154180010,SARNOWY,18.016111,54.072778,108,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153220240,RACZKI,22.786111,53.990833,58,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190490,BYSTRA 2,19.783611,49.651667,204,2025-03-31 09:20:00,,
151200040,OPOCZNO,20.300833,51.381389,255,2025-03-31 09:20:00,2,2025-03-31 09:20:00
151190110,ZAWADA,19.942778,51.53,133,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150230030,KRZAK,23.104444,50.8025,146,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153220110,CHEŁCHY,22.467778,53.879444,73,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153170110,MOTYL,17.826667,53.428056,482,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150230020,WIRKOWICE,23.098889,50.866111,169,2025-03-31 09:20:00,6,2025-03-31 09:20:00
152140120,MYŚLIBÓRZ,14.862222,52.921389,96,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152200080,STRACHOWO,20.438611,52.630556,149,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154190070,KRYNICA MORSKA,19.445278,54.378611,518,2025-03-31 09:20:00,,
151200110,SŁOWIKÓW,20.888056,51.457222,39,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154230030,CZERWONY FOLWARK,23.117222,54.069722,183,2025-03-31 09:20:00,3,2025-03-31 09:20:00
151210110,MIKA,21.756111,51.673333,246,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152209994,NOWE MIASTO,20.632778,52.655833,79,2025-03-31 09:20:00,,
150230050,ORŁÓW DREWNIANY,23.196667,50.915,242,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151210130,BÓR,21.878056,51.014167,160,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152209996,SOCHOCIN,20.469167,52.685278,202,2025-03-31 09:20:00,,
151210100,OZIEMKÓWKA,21.751667,51.916389,59,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152230050,PERKOWICE,23.285,51.996389,53,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152220060,HRUSZEW,22.720278,52.320556,160,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151220120,PARCZEW,22.908056,51.6475,130,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154200040,PIASECZNO,20.550278,54.219444,105,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152220100,KOZARZE,22.476389,52.669722,144,2025-03-31 09:20:00,,
153190140,SAMBOROWO,19.805833,53.669444,697,2025-03-31 09:20:00,4,2025-03-31 09:20:00
154180040,OSTRZYCE,18.111389,54.256389,57,2025-03-31 09:20:00,,
153220220,WOŹNAWIEŚ,22.749444,53.683611,125,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190500,RZYKI,19.376667,49.823611,116,2025-03-31 09:20:00,,
151220110,SIEMIEŃ,22.778333,51.643056,50,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153220150,KUCZE ,22.596944,53.782222,76,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153200010,IDZBARK,20.033889,53.672222,80,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152209997,DURANÓW,20.239167,52.199722,132,2025-03-31 09:20:00,,
151220130,BISKUPICE,22.945278,51.155,190,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151210220,KOLONIA NADWIŚLAŃSKA,21.790556,51.124722,191,2025-03-31 09:20:00,,
150180320,RUDZINIEC,18.405833,50.378611,214,2025-03-31 09:20:00,,
151230020,ROSSOSZ,23.131944,51.857778,92,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154150060,ROŚCIĘCINO,15.607222,54.115278,343,2025-03-31 09:20:00,,
154180110,ZAPOWIEDNIK,18.469444,54.038611,72,2025-03-31 09:20:00,4,2025-03-31 09:20:00
153180040,TLEŃ,18.257778,53.62,22,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151140180,OLSZYNA,14.753056,51.666389,157,2025-03-31 09:20:00,,
149190480,ZEMBRZYCE,19.616667,49.772222,214,2025-03-31 09:20:00,,
150200190,KAMYSZÓW,20.474167,50.304167,191,2025-03-31 09:20:00,,
150170360,STEBLÓW,17.940556,50.451667,189,2025-03-31 09:20:00,,
150170330,PACZKÓW,17.016111,50.468889,93,2025-03-31 09:20:00,,
153150030,KULICE,15.168333,53.66,106,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152210130,NOWE KACZKOWO,21.955556,52.728333,119,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152230010,BOĆKI,23.038056,52.651667,129,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154170230,OBROWO,17.599167,54.262778,50,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150170350,KAŁKÓW,17.196667,50.400556,103,2025-03-31 09:20:00,,
150170340,DZIEWIĘTLICE,17.085278,50.415833,100,2025-03-31 09:20:00,,
150200220,GRABIE,20.143333,50.045278,135,2025-03-31 09:20:00,,
154170150,ZAWIATY,17.620278,54.3325,46,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160430,DOMANICE,16.586389,50.948611,94,2025-03-31 09:20:00,,
153150090,GOLA DOLNA,15.730556,53.749722,294,2025-03-31 09:20:00,1,2025-03-31 09:20:00
151180220,GRABINA,18.762778,51.761111,34,2025-03-31 09:20:00,,
154170130,POGORZELICE,17.595278,54.488333,123,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153160080,STORKOWO,16.495,53.779167,63,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152210180,PUŁTUSK,21.093333,52.702778,187,2025-03-31 09:20:00,,
154160080,CYBULINO,16.617778,54.040278,152,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152150150,ŁUGI,15.693333,52.944444,424,2025-03-31 09:20:00,,
153190020,LISNOWO,19.135556,53.448611,103,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210200,UŚCIE GORLICKIE-ZDYNIA,21.143611,49.5175,386,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154170040,KWISNO,17.130278,54.085,154,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154160030,KOSZALIN,16.188889,54.185556,270,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154170070,GAŁĄŹNIA MAŁA,17.301667,54.288333,132,2025-03-31 09:20:00,12,2025-03-31 09:20:00
154160160,ZIELNOWO,16.475556,54.441944,79,2025-03-31 09:20:00,,
154150070,KARLINO,15.869444,54.038889,336,2025-03-31 09:20:00,,
152190110,SIERPC,19.670833,52.856944,32,2025-03-31 09:20:00,0,2025-03-31 09:20:00
152210110,ZAWISZYN,21.656111,52.486667,234,2025-03-31 09:20:00,,
154170020,KRĘPA,17.049167,54.418611,60,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154170030,SKARSZÓW DOLNY,17.118611,54.365,211,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153160070,NADARZYCE,16.495833,53.465833,56,2025-03-31 09:20:00,,
154160090,KRĄG,16.723056,54.242778,96,2025-03-31 09:20:00,2,2025-03-31 09:20:00
151160300,WĄSOSZ,16.688611,51.558333,190,2025-03-31 09:20:00,,
153190010,ŚWIECIE,19.098056,53.443333,104,2025-03-31 09:20:00,,
153210010,KRUKOWO,21.108056,53.308889,171,2025-03-31 09:20:00,4,2025-03-31 09:20:00
153210050,SPYCHOWO,21.346667,53.608611,62,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150190050,BIERUŃ STARY,19.088611,50.092778,34,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154179991,STĘŻYCA,17.954444,54.206667,92,2025-03-31 09:20:00,0,2025-03-31 09:20:00
153160030,STARE DRAWSKO,16.195,53.601667,119,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154160100,PIESZCZ,16.769722,54.457222,529,2025-03-31 09:20:00,0,2025-03-31 09:20:00
154169997,SŁAWNO,16.688333,54.365833,336,2025-03-31 09:20:00,,
153210020,KRASNOSIELC,21.154444,53.035278,94,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153140080,WIDZIEŃSKO,14.744722,53.665556,178,2025-03-31 09:20:00,,
153210040,MYSZYNIEC,21.340833,53.386389,103,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154210030,BYKOWO,21.110556,54.220556,103,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153200160,WIELBARK,20.944167,53.401667,302,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153160260,CZARNE,16.951111,53.694444,270,2025-03-31 09:20:00,2,2025-03-31 09:20:00
152190160,BABIEC,19.689444,52.902222,95,2025-03-31 09:20:00,,
151230030,OKUNINKA,23.522778,51.521667,32,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152200070,WŁADYSŁAWÓW,20.354167,52.322222,113,2025-03-31 09:20:00,1,2025-03-31 09:20:00
152199997,KUTNO,19.350278,52.2325,243,2025-03-31 09:20:00,,
153150040,GOGOLEWO,15.1725,53.3825,136,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149190320,ZAKOPANE-DOL.STRĄŻYSKA,19.935556,49.276111,188,2025-03-31 09:20:00,0,2025-03-31 09:20:00
153150120,DRAWSKO POMORSKIE,15.810833,53.526944,56,2025-03-31 09:20:00,3,2025-03-31 09:20:00
151190070,GIECZNO,19.443056,51.996944,120,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200180,SZCZAWNICA,20.493333,49.420278,70,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153140100,ŻELEWO,14.863333,53.2775,197,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153150080,ŁOBEZ,15.613333,53.629167,62,2025-03-31 09:20:00,3,2025-03-31 09:20:00
153190030,PRABUTY,19.199722,53.779167,269,2025-03-31 09:20:00,,
153160250,OKONEK,16.835,53.524722,352,2025-03-31 09:20:00,0,2025-03-31 09:20:00
151160260,SŁAWA ŚLĄSKA,16.075278,51.880556,345,2025-03-31 09:20:00,,
149230020,BUDZYŃ,23.122222,49.984722,239,2025-03-31 09:20:00,3,2025-03-31 09:20:00
151160030,RADZYŃ,16.038056,51.872778,193,2025-03-31 09:20:00,,
152210140,JAGODNE,21.978056,52.201667,244,2025-03-31 09:20:00,1,2025-03-31 09:20:00
