kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
150140010,PORAJÓW,14.821389,50.887222,35,2025-03-31 09:20:00,4,2025-03-31 09:20:00
149190250,JABŁONKA,19.695278,49.472222,142,2024-07-03 12:30:00,1,2024-07-03 12:30:00
150200030,BRZEGI,20.413889,50.741944,88,2025-03-31 09:20:00,8,2025-03-31 09:20:00
150210090,KUNÓW,21.278889,50.961944,95,2025-03-31 09:20:00,4,2025-03-31 09:20:00
154170080,ŁUPAWA,17.415556,54.419444,52,2025-03-31 09:20:00,4,2025-03-31 09:20:00
154180060,GORĘCZYNO,18.164722,54.263611,109,2025-03-31 09:20:00,2,2025-03-31 09:20:00
154180080,WEJHEROWO,18.225,54.613333,62,2025-03-31 09:20:00,3,2025-03-31 09:20:00
154180090,PUCK,18.410833,54.7225,506,2025-03-31 09:20:00,,
154180150,TCZEW,18.805556,54.087222,330,2025-03-31 09:20:00,608,2025-03-31 09:20:00
154180160,GDAŃSK - SOBIESZEWO,18.815278,54.346389,510,2025-03-31 09:20:00,,
154180180,SUCHY DĄB,18.731944,54.231389,515,2025-03-31 09:20:00,,
154180190,GDAŃSK - PRZEGALINA,18.929167,54.310556,526,2025-03-31 09:20:00,,
154180200,GDAŃSK - ŚWIBNO,18.935556,54.336389,520,2025-03-31 09:20:00,,
154180220,GDAŃSKA GŁOWA ,18.951389,54.266944,537,2025-03-31 09:20:00,,
154190010,NOWY DWÓR GDAŃSKI,19.113056,54.214444,534,2025-03-31 09:20:00,,
154190020,TUJSK,19.138333,54.284167,531,2025-03-31 09:20:00,,
150220120,ZAKŁODZIE,22.86,50.7575,68,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153160160,UJŚCIE 2,16.721389,53.055,209,2025-03-28 06:50:00,,
150190130,ŁAGISZA,19.185556,50.350278,127,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210140,ISKRZYNIA,21.864444,49.677222,210,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149210150,PUŁAWY,21.906667,49.49,103,2025-03-31 08:50:00,1,2025-03-31 08:50:00
149210160,SIENIAWA,21.93,49.567778,152,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149220010,NOWOSIELCE,22.070833,49.566944,134,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149220020,SZCZAWNE,22.150278,49.403611,60,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149220030,OLCHOWCE,22.218611,49.556111,151,2025-03-31 09:20:00,29,2025-03-31 09:20:00
149220040,DYNÓW,22.244167,49.800833,123,2025-03-31 09:20:00,33,2025-03-31 09:20:00
149220050,ZAGÓRZ,22.268889,49.513333,107,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149220060,LESKO,22.322222,49.469167,182,2025-03-31 08:50:00,25,2025-03-31 08:50:00
149220070,HOCZEW,22.328333,49.423889,108,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149220080,CISNA,22.333333,49.213056,90,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149220100,TERKA,22.429167,49.299722,95,2025-03-31 09:20:00,5,2025-03-31 09:20:00
149220130,ZATWARNICA,22.563056,49.235,142,2025-03-31 09:20:00,12,2025-03-31 09:20:00
149220140,POLANA,22.574167,49.3025,308,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149180010,KRZYŻANOWICE,18.287222,49.993611,137,2025-03-31 09:20:00,40,2025-03-31 09:20:00
149180020,CHAŁUPKI,18.327778,49.921944,182,2025-03-31 09:20:00,32,2025-03-31 09:20:00
149180030,ŁAZISKA,18.443056,49.924444,132,2025-03-31 09:20:00,7,2025-03-31 09:20:00
149180070,CIESZYN,18.631389,49.746111,123,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149180090,MIZERÓW-BORKI,18.768611,49.998611,177,2024-09-27 14:20:00,1,2024-09-27 14:20:00
149180100,SKOCZÓW,18.791667,49.803333,152,2025-03-31 09:20:00,3,2025-03-31 09:20:00
149180110,USTROŃ-OBŁAZIEC,18.850278,49.680556,124,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149180120,GÓRKI WIELKIE,18.8525,49.7725,163,2024-07-03 11:20:00,1,2024-07-03 11:20:00
149180160,WISŁA-CZARNE,18.918611,49.618889,71,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149180180,WISŁA-CZARNE (Biała Wisełka),18.935556,49.618056,74,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149180200,WISŁA-CZARNE (Czarna Wisełka),18.926111,49.6075,78,2024-11-21 09:20:00,0,2024-11-21 09:20:00
149180210,ZABRZEG,18.935278,49.925278,217,2025-03-19 09:50:00,13,2025-03-19 09:50:00
149180220,PSZCZYNA,18.945833,49.979167,218,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149220150,DWERNIK,22.632778,49.218611,116,2025-03-31 09:20:00,7,2025-03-31 09:20:00
149220160,RYBOTYCZE,22.638333,49.654444,155,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149220180,STUPOSIANY,22.683611,49.185833,166,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149220200,KRÓWNIKI,22.823056,49.766944,81,2025-03-31 09:20:00,3,2025-03-31 09:20:00
149220210,NIENOWICE,22.916944,49.937778,66,2025-03-31 08:50:00,1,2025-03-31 08:50:00
150150010,MIRSK,15.383889,50.989444,331,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150150020,MIRSK,15.383889,50.986667,126,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150150030,JAKUSZYCE,15.44,50.8225,32,2025-03-26 03:20:00,1,2025-03-26 03:20:00
150150040,BARCINEK,15.603889,50.943889,41,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150150050,PIECHOWICE,15.588333,50.85,82,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150150060,PILCHOWICE,15.640556,50.963889,12,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150150070,JELENIA GÓRA,15.722222,50.898611,71,2025-03-31 09:20:00,5,2025-03-31 09:20:00
150150080,JELENIA GÓRA,15.721389,50.910833,94,2025-03-31 09:20:00,10,2025-03-31 09:20:00
150150090,ŁOMNICA,15.803056,50.876389,229,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150150100,WOJANÓW,15.826944,50.870556,84,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150150110,KOWARY,15.834167,50.794722,30,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150150120,BUKÓWKA,15.9575,50.712778,84,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150150130,BŁAŻKOWA,15.986389,50.739444,76,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160010,KAMIENNA GÓRA,16.036111,50.786389,66,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160020,ŚWIEBODZICE,16.313611,50.860278,110,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190140,ŁĘKAWICA,19.262222,49.711667,112,2025-03-31 09:20:00,,
154220110,GOŁDAP 2,22.311944,54.312778,90,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200010,MNISZEK,20.285,50.7275,176,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200020,BOCHENIEC,20.311667,50.8025,241,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200040,TOKARNIA,20.453056,50.774167,114,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150200050,MICHAŁÓW,20.456389,50.491667,88,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150200070,BISKUPICE,20.499167,50.1775,298,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150200080,PIŃCZÓW,20.520278,50.514167,192,2024-09-27 14:20:00,10,2024-09-27 14:20:00
150200090,SŁOWIK,20.536111,50.832778,211,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200120,MORAWICA,20.616667,50.750278,136,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150200140,BORZĘCIN,20.705556,50.065,106,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200150,KARSY,20.774722,50.275,122,2025-03-31 09:20:00,106,2025-03-31 09:20:00
150200160,DALESZYCE,20.813056,50.800833,119,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150210010,RAKÓW,21.028611,50.676111,113,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150210020,SZCZUCIN,21.077222,50.326944,112,2025-03-31 09:20:00,122,2025-03-31 09:20:00
150210030,MOCHA,21.080278,50.670556,295,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150210040,RZEPIN,21.091944,50.972778,107,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150210060,STASZÓW,21.173056,50.556389,169,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150210070,WAMPIERZÓW,21.230833,50.299444,67,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150210080,NIETULISKO DUŻE,21.241944,50.978889,250,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150210100,POŁANIEC,21.285,50.434722,121,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150210110,GŁOWACZOWA,21.3125,50.049722,154,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150210120,MIELEC 2,21.430278,50.279167,188,2025-03-31 09:20:00,17,2025-03-31 09:20:00
150210130,PUSTKÓW,21.465,50.143333,104,2025-03-31 09:20:00,15,2025-03-31 09:20:00
150210150,KOŁO,21.511111,50.504722,143,2025-03-31 09:20:00,149,2025-03-31 09:20:00
150210170,SANDOMIERZ,21.746111,50.6725,104,2025-03-31 09:20:00,155,2025-03-31 09:20:00
150210190,ZAWICHOST,21.863056,50.805833,228,2025-03-31 09:20:00,241,2025-03-31 09:20:00
150160030,CHWALISZÓW,16.233056,50.877778,127,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150210200,GRĘBÓW,21.911944,50.575833,226,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150210210,RADOMYŚL,21.930833,50.673611,232,2025-03-31 09:20:00,69,2025-03-31 09:20:00
150220020,RUDA JASTKOWSKA,22.139722,50.5975,36,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150220040,SARZYNA,22.3475,50.327222,136,2025-03-31 08:50:00,0,2025-03-31 08:50:00
150220050,HARASIUKI,22.474167,50.4775,97,2025-03-31 09:20:00,7,2025-03-31 09:20:00
150220060,GORLICZYNA,22.487222,50.085556,145,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150220080,TRYŃCZA,22.547222,50.162222,194,2025-03-31 09:20:00,9,2025-03-31 09:20:00
150220090,LEŻACHÓW,22.603056,50.140278,139,2025-03-31 09:20:00,45,2025-03-31 09:20:00
150220100,JAROSŁAW,22.702778,50.021111,62,2025-03-31 09:20:00,41,2025-03-31 09:20:00
149190020,KAMESZNICA,19.069722,49.568056,130,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190040,UJSOŁY,19.117222,49.4925,65,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190050,RAJCZA,19.116389,49.513889,184,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190060,JAWISZOWICE,19.121944,49.9725,257,2025-03-31 09:20:00,7,2025-03-31 09:20:00
149190070,ŁODYGOWICE,19.136111,49.727222,362,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149190090,ŻABNICA,19.180278,49.564722,97,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190100,ŻYWIEC,19.193333,49.686389,209,2025-03-31 09:20:00,7,2025-03-31 09:20:00
149190120,CZANIEC-KOBIERNICE,19.227778,49.848333,146,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190150,PEWEL MAŁA,19.305556,49.658611,98,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149190160,RUDZE,19.4425,49.961667,195,2025-03-27 14:50:00,24,2025-03-27 14:50:00
149190170,ZATOR,19.445556,49.999167,67,2025-03-31 09:20:00,8,2025-03-31 09:20:00
149190180,WADOWICE,19.511111,49.877222,109,2025-03-31 09:20:00,6,2025-03-31 09:20:00
149190200,SUCHA BESKIDZKA,19.601111,49.743333,128,2025-03-16 10:20:00,2,2025-03-16 10:20:00
149190210,SUCHA BESKIDZKA,19.608611,49.739444,103,2025-03-31 09:20:00,3,2025-03-31 09:20:00
149190230,CZERNICHÓW-PROM,19.663056,49.981389,182,2025-03-26 03:20:00,43,2025-03-26 03:20:00
149190260,OSIELEC,19.739167,49.683333,47,2025-02-24 13:20:00,1,2025-02-24 13:20:00
149190280,KONIÓWKA,19.818056,49.395556,131,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149190290,JORDANÓW,19.83,49.636389,154,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149190300,KOŚCIELISKO-KIRY,19.868056,49.275833,57,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190310,STRÓŻA,19.924722,49.796944,42,2025-03-31 09:20:00,4,2025-03-31 09:20:00
149190340,RABKA 2,19.948889,49.613611,76,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149190350,KRZCZONÓW,19.953889,49.736667,167,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149190360,LUDŹMIERZ,19.975556,49.468611,118,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149190370,LUBIEŃ,19.978333,49.719722,70,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149190390,LUDŹMIERZ,19.986667,49.459444,172,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200020,SZAFLARY,20.024722,49.424167,99,2025-03-31 09:20:00,4,2025-03-31 09:20:00
149200030,NOWY TARG,20.031111,49.484444,116,2025-03-31 09:20:00,4,2025-03-31 09:20:00
149200040,KASINKA MAŁA,20.0325,49.704722,102,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149200050,NOWY TARG-KOWANIEC,20.053611,49.486944,160,2025-03-31 09:20:00,10,2025-03-31 09:20:00
149200060,MSZANA DOLNA,20.059167,49.658056,120,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200080,MSZANA DOLNA,20.079444,49.674722,80,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200090,DOBCZYCE,20.086111,49.883611,222,2025-03-31 09:20:00,3,2025-03-31 09:20:00
149200100,ŁYSA POLANA,20.115,49.263611,167,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200130,STRADOMKA,20.308333,49.920556,47,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200140,SROMOWCE WYŻNE,20.353889,49.400556,209,2024-07-03 11:20:00,23,2024-07-03 11:20:00
149200150,TYLMANOWA,20.386944,49.517222,127,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200160,KROŚCIENKO,20.429444,49.441667,164,2025-03-31 09:20:00,12,2025-03-31 09:20:00
149200170,PROSZÓWKI,20.438333,49.996389,220,2025-01-15 13:20:00,6,2025-01-15 13:20:00
149200190,GOŁKOWICE,20.57,49.549722,139,2025-03-31 09:20:00,15,2025-03-31 09:20:00
149200200,JAKUBKOWICE,20.63,49.739444,52,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149200220,STARY SĄCZ,20.659722,49.568611,123,2025-03-31 09:20:00,10,2025-03-31 09:20:00
149200230,CZCHÓW,20.681944,49.816389,110,2025-03-31 09:20:00,35,2025-03-31 09:20:00
149200240,NOWY SĄCZ,20.687222,49.627222,68,2025-03-31 09:20:00,27,2025-03-31 09:20:00
149200250,NOWY SĄCZ,20.695833,49.625278,84,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149200260,NOWY SĄCZ,20.704722,49.635278,203,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149200270,ŁABOWA,20.858889,49.526389,57,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149200310,GRYBÓW,20.945833,49.623889,261,2025-03-31 09:20:00,0,2025-03-31 09:20:00
149200320,KOSZYCE WIELKIE,20.949444,49.997222,90,2025-03-31 07:50:00,3,2025-03-31 07:50:00
149200330,CIĘŻKOWICE,20.973611,49.792222,175,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210010,ROPA,21.046389,49.585833,171,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210040,ŁABUZIE,21.309722,49.987778,250,2025-03-31 09:20:00,12,2025-03-31 09:20:00
149210050,KRAJOWICE,21.4125,49.772222,133,2025-03-31 09:20:00,8,2025-03-31 09:20:00
149210060,TOPOLINY,21.443333,49.724722,54,2025-03-31 09:20:00,4,2025-03-31 09:20:00
149210070,ŻÓŁKÓW,21.459167,49.73,49,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210080,JASŁO,21.473056,49.750278,105,2025-03-31 08:20:00,2,2025-03-31 08:20:00
149210090,KREMPNA-KOTAŃ,21.484167,49.516389,264,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149210100,ZBOISKA,21.698333,49.574444,151,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149210110,KROSNO,21.774722,49.693889,175,2025-03-31 09:20:00,2,2025-03-31 09:20:00
149210120,GODOWA,21.811667,49.848611,584,2025-03-31 09:20:00,1,2025-03-31 09:20:00
149210130,ŻARNOWA,21.8175,49.877778,148,2025-03-31 09:20:00,4,2025-03-31 09:20:00
151210090,CZEKARZEWICE,21.681389,51.033056,48,2025-03-31 09:20:00,4,2025-03-31 09:20:00
151220010,KOŚMIN,22.001389,51.573056,190,2025-03-31 09:20:00,26,2025-03-31 09:20:00
151220090,LUBARTÓW,22.643611,51.498056,207,2025-03-31 09:20:00,16,2025-03-31 09:20:00
151220100,SOBIANOWICE,22.688056,51.301667,111,2025-03-31 09:20:00,4,2025-03-31 09:20:00
151230040,WŁODAWA,23.566389,51.551389,123,2025-03-31 09:20:00,32,2025-03-31 09:20:00
151230060,DOROHUSK,23.807778,51.185,130,2025-03-31 09:20:00,27,2025-03-31 09:20:00
152140010,BIELINEK,14.154167,52.929167,291,2025-03-31 09:20:00,,
152140020,GOZDOWICE,14.317778,52.764167,287,2025-03-31 09:20:00,322,2025-03-31 09:20:00
152140050,SŁUBICE,14.555556,52.348056,182,2025-03-31 09:20:00,203,2025-03-31 09:20:00
152140060,KOSTRZYN NAD ODRĄ,14.610556,52.599167,228,2025-03-31 09:20:00,,
152140070,KOSTRZYN NAD ODRĄ,14.662222,52.581944,219,2025-03-31 09:20:00,,
152140130,POŁĘCKO,14.892222,52.0525,131,2025-03-31 09:20:00,175,2025-03-31 09:20:00
152150010,ŚWIERKOCIN,14.999444,52.650556,261,2025-03-31 09:20:00,,
152150020,STARY RADUSZEC,15.078611,52.036389,227,2025-03-31 09:20:00,,
152150040,GORZÓW WIELKOPOLSKI,15.253056,52.73,233,2025-03-31 09:20:00,133,2025-03-31 09:20:00
152150050,NIETKÓW,15.3475,52.046389,202,2025-03-31 09:20:00,140,2025-03-31 09:20:00
152150110,SKWIERZYNA,15.500278,52.601944,209,2025-01-15 13:50:00,81,2025-01-15 13:50:00
152150130,CIGACICE,15.6075,52.033056,184,2025-03-31 09:20:00,132,2025-03-31 09:20:00
152150140,GOŚCIMIEC,15.638333,52.775556,204,2025-03-31 09:20:00,51,2025-03-31 09:20:00
150160040,KUDOWA-ZDRÓJ-ZAKRZE,16.243889,50.430833,228,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150160060,JUGOWICE,16.403333,50.733056,25,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160070,LUBACHÓW,16.431111,50.765833,147,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150160100,GORZUCHÓW,16.571111,50.485278,56,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150160110,SZALEJÓW DOLNY,16.604722,50.419722,111,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160120,KRASKÓW,16.583889,50.915556,126,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150160140,DZIERŻONIÓW,16.646111,50.725833,155,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150160150,BYSTRZYCA KŁODZKA,16.648611,50.296389,26,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150160160,MIETKÓW,16.650556,50.968333,152,2025-03-30 21:50:00,2,2025-03-30 21:50:00
150160180,KŁODZKO,16.658611,50.4425,153,2025-03-31 09:20:00,14,2025-03-31 09:20:00
150160190,MIĘDZYLESIE,16.664167,50.155556,92,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150160200,ŻELAZNO,16.673889,50.373056,45,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150160220,BARDO,16.739722,50.504444,96,2025-03-31 09:20:00,11,2025-03-31 09:20:00
150160230,LĄDEK-ZDRÓJ,16.870278,50.346667,41,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150160250,BIAŁOBRZEZIE,16.892222,50.802222,58,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150160280,BORÓW,16.990556,50.888889,103,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150170030,OŁAWA,17.292778,50.947778,117,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150170050,BIAŁA NYSKA,17.2975,50.433611,200,2025-03-31 09:20:00,227,2024-09-14 16:50:00
150170060,NYSA,17.341667,50.481111,140,2025-03-31 09:20:00,8,2025-03-31 09:20:00
150170070,GŁUCHOŁAZY,17.379444,50.316111,165,2025-03-31 09:20:00,232,2024-09-14 05:50:00
150170090,BRZEG,17.469444,50.865556,165,2025-03-31 09:20:00,,
150170100,KOPICE,17.478333,50.645556,101,2025-03-31 08:50:00,33,2025-03-31 08:50:00
150170110,PRUDNIK,17.588611,50.319444,110,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150170120,NIEMODLIN,17.624444,50.645556,236,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150170130,UJŚCIE NYSY KŁODZKIEJ,17.661111,50.818333,278,2025-03-31 09:20:00,1550,2024-09-17 09:50:00
150170140,SKOROGOSZCZ,17.675,50.761944,26,2025-03-31 09:20:00,10,2025-03-31 09:20:00
150170170,BRANICE,17.771944,50.051389,196,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150170180,RACŁAWICE ŚLĄSKIE,17.788889,50.315278,183,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150170240,KRAPKOWICE,17.968056,50.477222,224,2025-03-26 03:20:00,,
150180020,TURAWA,18.076667,50.739722,126,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150180030,KOŹLE,18.146667,50.351944,284,2025-03-31 09:20:00,,
150180040,BOJANÓW,18.154167,50.030556,55,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180070,LENARTOWICE,18.235556,50.3575,127,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150180080,GRABÓWKA,18.275833,50.284444,43,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180100,STANISZCZE WIELKIE,18.3425,50.663333,62,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150180110,RUDA KOZIELSKA,18.401667,50.204722,148,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150180130,RYBNIK-STODOŁY,18.483056,50.154167,101,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150180150,PYSKOWICE-DZIERŻNO,18.543333,50.379722,292,2025-03-31 09:20:00,,
150180160,PYSKOWICE-DZIERŻNO,18.543056,50.3825,288,2025-03-31 09:20:00,,
150180170,PYSKOWICE,18.588889,50.386389,139,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150180190,KRUPSKI MŁYN,18.624444,50.571111,29,2025-03-31 09:20:00,2,2025-03-31 09:20:00
150180210,NIWKI,18.6625,50.820833,136,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150180220,GLIWICE,18.668333,50.298056,80,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150190010,BRYNICA,19.000556,50.4725,150,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150190060,BOJSZOWY,19.108333,50.061111,77,2025-03-11 10:50:00,2,2025-03-11 10:50:00
150190080,RADOCHA,19.140278,50.260833,49,2025-03-31 09:20:00,3,2025-03-31 09:20:00
151210060,ROGOŻEK,21.358611,51.635556,126,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150190100,NIWKA,19.160833,50.235833,194,2025-03-31 09:20:00,4,2025-03-31 09:20:00
150190150,PORAJ,19.203889,50.673333,55,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150190160,OŚWIĘCIM,19.218611,50.04,264,2025-03-31 09:20:00,7,2025-03-31 09:20:00
150190170,PUSTYNIA,19.236389,50.063333,218,2025-03-31 09:20:00,175,2024-09-17 14:50:00
150190180,JELEŃ,19.239722,50.161111,143,2025-03-31 09:20:00,11,2025-03-31 09:20:00
150190190,PIWOŃ,19.253333,50.483056,174,2025-03-31 09:20:00,0,2025-03-31 09:20:00
150190200,LGOTA NADWARCIE,19.259444,50.618333,90,2025-03-31 08:50:00,1,2025-03-31 08:50:00
150190210,KUŹNICA SULIKOWSKA,19.272778,50.453056,112,2025-03-26 03:20:00,0,2025-03-26 03:20:00
150190260,SMOLICE,19.460278,50.031111,134,2025-03-31 09:20:00,,
150190280,WĄSOSZ,19.682778,50.751111,171,2025-03-31 09:20:00,3,2025-03-31 09:20:00
150190340,KRAKÓW-BIELANY,19.843333,50.040278,156,2025-03-31 09:20:00,237,2024-09-18 11:50:00
150190350,JANUSZEWICE,19.960833,50.941667,289,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153230060,ZAWADY,23.106667,53.160278,211,2025-03-31 09:20:00,0,2025-03-31 09:20:00
153230070,SZTABIN,23.116389,53.671944,124,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153230080,SOCHONIE,23.180556,53.216944,54,2025-03-26 03:20:00,1,2025-03-26 03:20:00
153230140,SOKOŁDA,23.476389,53.247222,164,2025-03-31 09:20:00,2,2025-03-31 09:20:00
153230170,NOWOSIÓŁKI,23.53,53.173333,126,2025-03-30 13:20:00,1,2025-03-30 13:20:00
154150010,TRZEBIATÓW,15.260833,54.063611,144,2025-03-31 09:20:00,16,2025-03-31 09:20:00
154150040,BARDY,15.713889,54.091667,216,2025-03-31 09:20:00,20,2025-03-31 09:20:00
154160020,BIAŁOGÓRZYNO,16.116667,54.0625,60,2025-03-31 09:20:00,7,2025-03-31 09:20:00
154160070,STARY KRAKÓW,16.606389,54.442222,196,2025-03-31 09:20:00,12,2025-03-31 09:20:00
154160110,USTKA,16.853889,54.588056,514,2024-07-03 11:20:00,,
154160120,KORZYBIE,16.878333,54.280556,36,2025-03-31 09:20:00,7,2025-03-31 09:20:00
154170060,SMOŁDZINO,17.214722,54.661667,32,2025-03-31 09:20:00,7,2025-03-31 09:20:00
154180300,SKARSZEWY,18.429167,54.056667,231,2025-03-31 09:20:00,1,2025-03-31 09:20:00
150200180,ORŁÓW,20.036111,50.284167,148,2025-03-31 09:20:00,,
154170110,CECENOWO,17.564167,54.654444,129,2025-03-31 09:20:00,10,2025-03-31 09:20:00
150210410,WOLA RANIŻOWSKA,21.987778,50.294167,237,2025-03-31 09:20:00,,
152150230,CHEŁST,15.949167,52.829167,351,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154190180,NOWY ŚWIAT - UJŚCIE,19.311111,54.363889,514,2025-03-31 09:20:00,,
149200520,PIERZCHÓW,20.28,49.934167,169,2025-03-31 09:20:00,,
150200210,LESZCZYNY,20.764722,50.877778,152,2025-03-31 09:20:00,,
153140110,OKUNICA,14.938056,53.1975,98,2025-03-31 09:20:00,2,2025-03-31 09:20:00
151230050,RUDA-OPALIN,23.584722,51.256667,112,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153190190,TAMA BRODZKA,19.476944,53.281667,147,2025-03-31 09:20:00,1,2025-03-31 09:20:00
153190180,BACHOTEK,19.443056,53.32,325,2025-03-31 09:20:00,1,2025-03-31 09:20:00
154160130,CIECHOLUB,16.901944,54.165833,133,2025-03-31 09:20:00,3,2025-03-31 09:20:00
